product_name,sku,brand,category,code,model,color,department,department_original,description_eng,errors,feed_name,gtin,images,made_in,materials,season,year
Leather 5 cm Heels Ares,107265,CB Made in Italy,5 cm Heels,107265,107265,Burgundy,female,Woman,"Mule, burgundy leather. Domed squared toe, leather inner sole and lining, leather outer sole with half rubber for extra comfort, 5 cm heel.","[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""unit_system_name_original""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",cb_made_in_italy,[],[],,Leather,,
Leather 5 cm Heels Marte,111582,CB Made in Italy,5 cm Heels,111582,111582,Burgundy,female,Woman,"Slingback pump, burgundy leather. Domed squared toe, leather inner sole and lining, leather outer sole with half rubber for extra comfort, 5 cm heel.","[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""unit_system_name_original""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",cb_made_in_italy,[],[],,Leather,,
Embroidered Fabric Vega,221009,CB Made in Italy,Flats,221009,221009,Silver and Black,female,Woman,"Slingback slipper, embroidered silver & black fabric, black suede straps. Soft pointed toe, leather inner sole and lining, leather outer sole with half rubber for extra comfort, 2 cm heel.","[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""unit_system_name_original""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",cb_made_in_italy,[],[],,Suede & Fabric,,
Silver Fabric Flats Croce,768121,CB Made in Italy,Flats,768121,768121,Silver,female,Woman,"Crossed adjustable straps with buckles, patent silver fabric. Soft pointed toe, leather inner sole and lining, leather outer sole with half rubber for extra comfort, 2 cm heel.","[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""unit_system_name_original""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",cb_made_in_italy,[],[],,Fabric,,
Suede Flats Vega,330426,CB Made in Italy,Flats,330426,330426,Mint,female,Woman,"Slingback slipper, light mint suede. Soft pointed toe, leather inner sole and lining, leather outer sole with half rubber for extra comfort, 2 cm heel.","[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""unit_system_name_original""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",cb_made_in_italy,[],[],,Suede,,
Leather 5 cm Heels Marte,215803,CB Made in Italy,5 cm Heels,215803,215803,Black,female,Woman,"Slingback pump, black leather. Domed squared toe, leather inner sole and lining, leather outer sole with half rubber for extra comfort, 5 cm heel.","[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""unit_system_name_original""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",cb_made_in_italy,[],[],,Leather,,
Leather Flats Vega,549274,CB Made in Italy,Flats,549274,549274,Black,female,Woman,"Slingback slipper, black leather. Soft pointed toe, leather inner sole and lining, leather outer sole with half rubber for extra comfort, 2 cm heel.","[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""unit_system_name_original""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",cb_made_in_italy,[],[],,Leather,,
Leather and Suede Flats Vega,439855,CB Made in Italy,Flats,439855,439855,Burgundy,female,Woman,"Slingback slipper, burgundy suede & leather. Soft pointed toe, leather inner sole and lining, leather outer sole with half rubber for extra comfort, 2 cm heel.","[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""unit_system_name_original""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",cb_made_in_italy,[],[],,Leather & Suede,,
Leather 5 cm Heels Ares,216689,CB Made in Italy,5 cm Heels,216689,216689,Black,female,Woman,"Mule, black leather. Domed squared toe, leather inner sole and lining, leather outer sole with half rubber for extra comfort, 5 cm heel.","[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""unit_system_name_original""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",cb_made_in_italy,[],[],,Leather,,
Leather Flats Croce,658702,CB Made in Italy,Flats,658702,658702,Black,female,Woman,"Crossed adjustable straps with buckles, black leather. Soft pointed toe, leather inner sole and lining, leather outer sole with half rubber for extra comfort, 2 cm heel.","[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""unit_system_name_original""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",cb_made_in_italy,[],[],,Leather,,
Pochette,2000000000244,Pochette,Accessori,3447000,,Beige,unisex,Unisex adulto,Clutch bag,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""model""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""missing_field"", ""field"": ""unit_system_name_original""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",ottica_lucciola,"[""000003447000""]",[],,,,2019
Suede Flats Atena,287757,CB Made in Italy,Flats,287757,287757,Black,female,Woman,"Cushioned sandal, black suede, between toe and over ankle straps, leather inner sole.","[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""unit_system_name_original""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",cb_made_in_italy,[],[],,Suede,,
Pochette,2000000000251,Pochette,Accessori,3434000,,Nero,unisex,Unisex adulto,Clutch bag,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""model""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""missing_field"", ""field"": ""unit_system_name_original""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",ottica_lucciola,"[""000003434000""]",[],,,,2019
Catenella,2000000000312,Asako,Catenelle - cordini,3448007,,Argento,unisex,Unisex adulto,Chain,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""model""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""missing_field"", ""field"": ""unit_system_name_original""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",ottica_lucciola,"[""000003448007""]",[],,,,2019
Catenella,2000000000305,Asako,Catenelle - cordini,3453001,,Viola,unisex,Unisex adulto,Chain,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""model""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""missing_field"", ""field"": ""unit_system_name_original""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",ottica_lucciola,"[""000003453001""]",[],,,,2019
Catenella,2000000000275,Asako,Catenelle - cordini,3450000,,Argento,unisex,Unisex adulto,Chain,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""model""}, {""error"": ""missing_field"", ""field"": ""materials_original""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""missing_field"", ""field"": ""unit_system_name_original""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",ottica_lucciola,"[""000003450000""]",[],,,,2019
MB0122S,2000000029733,Montblanc,Occhiali sole,889652306278,,,unisex,,MB0122S,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""missing_field"", ""field"": ""model""}, {""error"": ""missing_field"", ""field"": ""color""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""missing_field"", ""field"": ""unit_system_name_original""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""missing_field"", ""field"": ""dimensions""}, {""error"": ""missing_field"", ""field"": ""made_in""}]",ottica_lucciola,"[""889652306278""]",[],,Celluloid,,
WMN SHOES,ALS6WQ04.BRO,Alev�,WMN SHOES,L26SE001R1261X29-CACAO,L26SE001R1261X29-CACAO,BROWN,female,DONNA,DIANA 95 CHARME CACAO,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100% LAMBSKIN; SOLE: 100% CALF LEATHER;,,
WMN SHOES,ALS6WQ05.BLK,Alev�,WMN SHOES,L26SL002Q0222997-BLACK,L26SL002Q0222997-BLACK,BLACK,female,DONNA,EVA PF 135 SATIN BLACK,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),"100%CALF, LINING: 100% LAMB, SOLE: 100% CALF",,
WMN SHOES,ALS6WQ01.BRO,Alev�,WMN SHOES,L26SC002N1308425-BROWN,L26SC002N1308425-BROWN,BROWN,female,DONNA,BLAKE 75 HF TORTLE BROWN,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),"100%CALF, LINING: 100% LAMB, SOLE: 100% CALF",,
WMN SHOES,ALS6WQ03.NUD,Alev�,WMN SHOES,L26SC014R0222X01-SKIN,L26SC014R0222X01-SKIN,NUDE,female,DONNA,Sandalo Star in raso con cristalli - STAR XTAL 95 NOAH SATIN SKIN,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100% SILK; LINING: 100% LAMBSKIN; SOLE: 100% CALF,,
WMN SHOES,ALS6WQ02.IVO,Alev�,WMN SHOES,L26SC007N1261107-IVORY,L26SC007N1261107-IVORY,IVORY,female,DONNA,MEL 75 CHARME IVORY,"[{""error"": ""empty_field"", ""field"": ""images""}, {""error"": ""empty_field"", ""field"": ""season""}, {""error"": ""missing_field"", ""field"": ""year""}, {""error"": ""missing_field"", ""field"": ""collection""}, {""error"": ""empty_field"", ""field"": ""additional_info""}, {""error"": ""empty_field"", ""field"": ""gtin""}, {""error"": ""missing_field"", ""field"": ""dimensions""}]",bedin,[],[],Italy (IT),100% LAMBSKIN; SOLE: 100% CALF LEATHER,,
