sku,code,gtin,name,brand,color,model,price,sizes,errors,images,season,made_in,category,feed_name,department,product_id,season_year,color_original,made_in_original,category_original,materials_original,department_original,unit_system_name_original,year,collection,dimensions,collection_original,title,sizes_raw,season_raw,description,size_system,category_item,season_display,sizes_original,vendor_product_id
30894057,MINI GAME CROCHET BR22.250018,"[""2108814286318""]",MARIA LA ROSA Bags.. Blue,MARIA LA ROSA,Blue,MINI GAME CROCHET,286.88,"[{""Qty"":1,""sku"":""30894057"",""Size"":""UNI"",""Barcode"":""2108814286318"",""Currency"":""EUR"",""NetPrice"":286,""BrandReferencePrice"":350}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""empty_field"",""field"":""materials_original""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""},{""error"":""missing_field"",""field"":""made_in""}]","[""https://www.atelier-hub.com/foto/mengotti/180012980---ss25---marialarosa---minigamecrochetbr22250018.jpg"",""https://www.atelier-hub.com/foto/mengotti/180012981---ss25---marialarosa---minigamecrochetbr22250018_1_p.jpg""]",SS25,,Bags,mengotti3,female,30894057_ss25_mengotti3,P25,Blue,,,,,Unica,2025,Main,,Main,MARIA LA ROSA Bags.. Blue,"[{""Qty"":""1"",""Size"":""UNI"",""Barcode"":""2108814286318"",""IntBarcode"":""2108814286318"",""SupBarcode"":""""}]",P25,,Unica,Bags,P25,"[{""Qty"":1,""sku"":""30894057"",""Size"":""UNI"",""Barcode"":""2108814286318"",""Currency"":""EUR"",""NetPrice"":286,""BrandReferencePrice"":350}]",MINI GAME CROCHETBR22.250018
30894051,USW275.747 4011,"[""2109159797361"",""2112290220377"",""2112432203114"",""2015015330415"",""2016380334787""]",Ami Sweaters Blue,Ami,Blue,USW275.747,311.47,"[{""Qty"":0,""sku"":""30894051"",""Size"":""L"",""Barcode"":""2109159797361"",""Currency"":""EUR"",""NetPrice"":311,""BrandReferencePrice"":380},{""Qty"":1,""sku"":""30894051"",""Size"":""M"",""Barcode"":""2112290220377"",""Currency"":""EUR"",""NetPrice"":311,""BrandReferencePrice"":380},{""Qty"":1,""sku"":""30894051"",""Size"":""S"",""Barcode"":""2112432203114"",""Currency"":""EUR"",""NetPrice"":311,""BrandReferencePrice"":380},{""Qty"":2,""sku"":""30894051"",""Size"":""XS"",""Barcode"":""2015015330415"",""Currency"":""EUR"",""NetPrice"":311,""BrandReferencePrice"":380},{""Qty"":0,""sku"":""30894051"",""Size"":""XXS"",""Barcode"":""2016380334787"",""Currency"":""EUR"",""NetPrice"":311,""BrandReferencePrice"":380}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]","[""https://www.atelier-hub.com/foto/mengotti/180014074---ss25---ami---usw2757474011.jpg""]",SS25,Portogallo,Sweaters,mengotti3,male,30894051_ss25_mengotti3,P25,Blue,Portogallo,,100% CO,,XXXS-XXXL,2025,Main,,Main,Ami Sweaters Blue,"[{""Qty"":""0"",""Size"":""L"",""Barcode"":""2109159797361"",""IntBarcode"":""2109159797361"",""SupBarcode"":""""},{""Qty"":""1"",""Size"":""M"",""Barcode"":""2112290220377"",""IntBarcode"":""2112290220377"",""SupBarcode"":""""},{""Qty"":""1"",""Size"":""S"",""Barcode"":""2112432203114"",""IntBarcode"":""2112432203114"",""SupBarcode"":""""},{""Qty"":""2"",""Size"":""XS"",""Barcode"":""2015015330415"",""IntBarcode"":""2015015330415"",""SupBarcode"":""""},{""Qty"":""0"",""Size"":""XXS"",""Barcode"":""2016380334787"",""IntBarcode"":""2016380334787"",""SupBarcode"":""""}]",P25,,XXXS-XXXL,Sweaters,P25,"[{""Qty"":0,""sku"":""30894051"",""Size"":""L"",""Barcode"":""2109159797361"",""Currency"":""EUR"",""NetPrice"":311,""BrandReferencePrice"":380},{""Qty"":1,""sku"":""30894051"",""Size"":""M"",""Barcode"":""2112290220377"",""Currency"":""EUR"",""NetPrice"":311,""BrandReferencePrice"":380},{""Qty"":1,""sku"":""30894051"",""Size"":""S"",""Barcode"":""2112432203114"",""Currency"":""EUR"",""NetPrice"":311,""BrandReferencePrice"":380},{""Qty"":2,""sku"":""30894051"",""Size"":""XS"",""Barcode"":""2015015330415"",""Currency"":""EUR"",""NetPrice"":311,""BrandReferencePrice"":380},{""Qty"":0,""sku"":""30894051"",""Size"":""XXS"",""Barcode"":""2016380334787"",""Currency"":""EUR"",""NetPrice"":311,""BrandReferencePrice"":380}]",USW275.7474011
30894044,GAME CROCHET ANIMALIER SB23.4L001,"[""2111671205507""]",MARIA LA ROSA Bags..,MARIA LA ROSA,LEO,GAME CROCHET ANIMALIER,368.85,"[{""Qty"":2,""sku"":""30894044"",""Size"":""UNI"",""Barcode"":""2111671205507"",""Currency"":""EUR"",""NetPrice"":368,""BrandReferencePrice"":450}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""empty_field"",""field"":""materials_original""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""},{""error"":""missing_field"",""field"":""made_in""}]","[""https://www.atelier-hub.com/foto/mengotti/180012843---ss25---marialarosa---gamecrochetanimaliersb234l001.jpg"",""https://www.atelier-hub.com/foto/mengotti/180012844---ss25---marialarosa---gamecrochetanimaliersb234l001_1_p.jpg""]",SS25,,Bags,mengotti3,female,30894044_ss25_mengotti3,P25,LEO,,,,,Unica,2025,Main,,Main,MARIA LA ROSA Bags..,"[{""Qty"":""2"",""Size"":""UNI"",""Barcode"":""2111671205507"",""IntBarcode"":""2111671205507"",""SupBarcode"":""""}]",P25,,Unica,Bags,P25,"[{""Qty"":2,""sku"":""30894044"",""Size"":""UNI"",""Barcode"":""2111671205507"",""Currency"":""EUR"",""NetPrice"":368,""BrandReferencePrice"":450}]",GAME CROCHET ANIMALIERSB23.4L001
30894065,069700 S 1970000Z1101,"[""2101133024012""]",Zanellato Bags..,Zanellato,WHITE ASSOLUTO,069700 S,446.72,"[{""Qty"":1,""sku"":""30894065"",""Size"":""UNI"",""Barcode"":""2101133024012"",""Currency"":""EUR"",""NetPrice"":446,""BrandReferencePrice"":545}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""empty_field"",""field"":""materials_original""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""},{""error"":""missing_field"",""field"":""made_in""}]","[""https://www.atelier-hub.com/foto/mengotti/180013110---ss25---zanellato---069700s1970000z1101.jpg"",""https://www.atelier-hub.com/foto/mengotti/180013111---ss25---zanellato---069700s1970000z1101_1_p.jpg"",""https://www.atelier-hub.com/foto/mengotti/180013112---ss25---zanellato---069700s1970000z1101_2_p.jpg""]",SS25,,Bags,mengotti3,female,30894065_ss25_mengotti3,P25,WHITE ASSOLUTO,,,,,Unica,2025,Main,,Main,Zanellato Bags..,"[{""Qty"":""1"",""Size"":""UNI"",""Barcode"":""2101133024012"",""IntBarcode"":""2101133024012"",""SupBarcode"":""""}]",P25,,Unica,Bags,P25,"[{""Qty"":1,""sku"":""30894065"",""Size"":""UNI"",""Barcode"":""2101133024012"",""Currency"":""EUR"",""NetPrice"":446,""BrandReferencePrice"":545}]",069700 S1970000Z1101
30894069,WHVT70836 HA32TYLCM31,"[""2008086818791"",""2109133594429"",""2107769789172"",""2019516061229"",""2001009175162"",""2018337206697"",""2008816564769"",""2101959059557"",""2000148915950"",""2108305752667""]",Santoni Sandals Brown,Santoni,Brown,WHVT70836,483.61,"[{""Qty"":0,""sku"":""30894069"",""Size"":""35"",""Barcode"":""2008086818791"",""Currency"":""EUR"",""NetPrice"":483,""BrandReferencePrice"":590},{""Qty"":0,""sku"":""30894069"",""Size"":""36"",""Barcode"":""2109133594429"",""Currency"":""EUR"",""NetPrice"":483,""BrandReferencePrice"":590},{""Qty"":0,""sku"":""30894069"",""Size"":""36.5"",""Barcode"":""2107769789172"",""Currency"":""EUR"",""NetPrice"":483,""BrandReferencePrice"":590},{""Qty"":0,""sku"":""30894069"",""Size"":""37"",""Barcode"":""2019516061229"",""Currency"":""EUR"",""NetPrice"":483,""BrandReferencePrice"":590},{""Qty"":0,""sku"":""30894069"",""Size"":""37.5"",""Barcode"":""2001009175162"",""Currency"":""EUR"",""NetPrice"":483,""BrandReferencePrice"":590},{""Qty"":0,""sku"":""30894069"",""Size"":""38"",""Barcode"":""2018337206697"",""Currency"":""EUR"",""NetPrice"":483,""BrandReferencePrice"":590},{""Qty"":0,""sku"":""30894069"",""Size"":""38.5"",""Barcode"":""2008816564769"",""Currency"":""EUR"",""NetPrice"":483,""BrandReferencePrice"":590},{""Qty"":0,""sku"":""30894069"",""Size"":""39"",""Barcode"":""2101959059557"",""Currency"":""EUR"",""NetPrice"":483,""BrandReferencePrice"":590},{""Qty"":1,""sku"":""30894069"",""Size"":""40"",""Barcode"":""2000148915950"",""Currency"":""EUR"",""NetPrice"":483,""BrandReferencePrice"":590},{""Qty"":0,""sku"":""30894069"",""Size"":""41"",""Barcode"":""2108305752667"",""Currency"":""EUR"",""NetPrice"":483,""BrandReferencePrice"":590}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""empty_field"",""field"":""materials_original""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""},{""error"":""missing_field"",""field"":""made_in""}]","[""https://www.atelier-hub.com/foto/mengotti/180013965---ss25---santoni---whvt70836ha32tylcm31.jpg"",""https://www.atelier-hub.com/foto/mengotti/180013966---ss25---santoni---whvt70836ha32tylcm31_1_p.jpg"",""https://www.atelier-hub.com/foto/mengotti/180013967---ss25---santoni---whvt70836ha32tylcm31_2_p.jpg""]",SS25,,Sandals,mengotti3,female,30894069_ss25_mengotti3,P25,Brown,,,,,Calz Donna Italia,2025,Cruise,,Cruise,Santoni Sandals Brown,"[{""Qty"":""0"",""Size"":""35"",""Barcode"":""2008086818791"",""IntBarcode"":""2008086818791"",""SupBarcode"":""""},{""Qty"":""0"",""Size"":""36"",""Barcode"":""2109133594429"",""IntBarcode"":""2109133594429"",""SupBarcode"":""""},{""Qty"":""0"",""Size"":""36.5"",""Barcode"":""2107769789172"",""IntBarcode"":""2107769789172"",""SupBarcode"":""""},{""Qty"":""0"",""Size"":""37"",""Barcode"":""2019516061229"",""IntBarcode"":""2019516061229"",""SupBarcode"":""""},{""Qty"":""0"",""Size"":""37.5"",""Barcode"":""2001009175162"",""IntBarcode"":""2001009175162"",""SupBarcode"":""""},{""Qty"":""0"",""Size"":""38"",""Barcode"":""2018337206697"",""IntBarcode"":""2018337206697"",""SupBarcode"":""""},{""Qty"":""0"",""Size"":""38.5"",""Barcode"":""2008816564769"",""IntBarcode"":""2008816564769"",""SupBarcode"":""""},{""Qty"":""0"",""Size"":""39"",""Barcode"":""2101959059557"",""IntBarcode"":""2101959059557"",""SupBarcode"":""""},{""Qty"":""1"",""Size"":""40"",""Barcode"":""2000148915950"",""IntBarcode"":""2000148915950"",""SupBarcode"":""""},{""Qty"":""0"",""Size"":""41"",""Barcode"":""2108305752667"",""IntBarcode"":""2108305752667"",""SupBarcode"":""""}]",P25,,Calz Donna Italia,Sandals,P25,"[{""Qty"":0,""sku"":""30894069"",""Size"":""35"",""Barcode"":""2008086818791"",""Currency"":""EUR"",""NetPrice"":483,""BrandReferencePrice"":590},{""Qty"":0,""sku"":""30894069"",""Size"":""36"",""Barcode"":""2109133594429"",""Currency"":""EUR"",""NetPrice"":483,""BrandReferencePrice"":590},{""Qty"":0,""sku"":""30894069"",""Size"":""36.5"",""Barcode"":""2107769789172"",""Currency"":""EUR"",""NetPrice"":483,""BrandReferencePrice"":590},{""Qty"":0,""sku"":""30894069"",""Size"":""37"",""Barcode"":""2019516061229"",""Currency"":""EUR"",""NetPrice"":483,""BrandReferencePrice"":590},{""Qty"":0,""sku"":""30894069"",""Size"":""37.5"",""Barcode"":""2001009175162"",""Currency"":""EUR"",""NetPrice"":483,""BrandReferencePrice"":590},{""Qty"":0,""sku"":""30894069"",""Size"":""38"",""Barcode"":""2018337206697"",""Currency"":""EUR"",""NetPrice"":483,""BrandReferencePrice"":590},{""Qty"":0,""sku"":""30894069"",""Size"":""38.5"",""Barcode"":""2008816564769"",""Currency"":""EUR"",""NetPrice"":483,""BrandReferencePrice"":590},{""Qty"":0,""sku"":""30894069"",""Size"":""39"",""Barcode"":""2101959059557"",""Currency"":""EUR"",""NetPrice"":483,""BrandReferencePrice"":590},{""Qty"":1,""sku"":""30894069"",""Size"":""40"",""Barcode"":""2000148915950"",""Currency"":""EUR"",""NetPrice"":483,""BrandReferencePrice"":590},{""Qty"":0,""sku"":""30894069"",""Size"":""41"",""Barcode"":""2108305752667"",""Currency"":""EUR"",""NetPrice"":483,""BrandReferencePrice"":590}]",WHVT70836HA32TYLCM31
30894083,12745 PL78001 TUCSONNERO,"[""2010500317476"",""2108831424212"",""2012739722304"",""2105064191409"",""2006362945964"",""2010311863186"",""2104277146145"",""2018655062876""]",Fratelli Rossetti Sandals Black,Fratelli Rossetti,Black,12745,450.82,"[{""Qty"":1,""sku"":""30894083"",""Size"":""40.5"",""Barcode"":""2010500317476"",""Currency"":""EUR"",""NetPrice"":450,""BrandReferencePrice"":550},{""Qty"":1,""sku"":""30894083"",""Size"":""41.5"",""Barcode"":""2108831424212"",""Currency"":""EUR"",""NetPrice"":450,""BrandReferencePrice"":550},{""Qty"":0,""sku"":""30894083"",""Size"":""42"",""Barcode"":""2012739722304"",""Currency"":""EUR"",""NetPrice"":450,""BrandReferencePrice"":550},{""Qty"":1,""sku"":""30894083"",""Size"":""42.5"",""Barcode"":""2105064191409"",""Currency"":""EUR"",""NetPrice"":450,""BrandReferencePrice"":550},{""Qty"":0,""sku"":""30894083"",""Size"":""43"",""Barcode"":""2006362945964"",""Currency"":""EUR"",""NetPrice"":450,""BrandReferencePrice"":550},{""Qty"":0,""sku"":""30894083"",""Size"":""43.5"",""Barcode"":""2010311863186"",""Currency"":""EUR"",""NetPrice"":450,""BrandReferencePrice"":550},{""Qty"":1,""sku"":""30894083"",""Size"":""44"",""Barcode"":""2104277146145"",""Currency"":""EUR"",""NetPrice"":450,""BrandReferencePrice"":550},{""Qty"":1,""sku"":""30894083"",""Size"":""44.5"",""Barcode"":""2018655062876"",""Currency"":""EUR"",""NetPrice"":450,""BrandReferencePrice"":550},{""Qty"":1,""sku"":""30894083"",""Size"":""45"",""Barcode"":"""",""Currency"":""EUR"",""NetPrice"":450,""BrandReferencePrice"":550}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]","[""https://www.atelier-hub.com/foto/mengotti/180013893---ss25---fllirossetti1^linea---12745pl78001tucsonnero.jpg"",""https://www.atelier-hub.com/foto/mengotti/180013894---ss25---fllirossetti1^linea---12745pl78001tucsonnero_1_p.jpg"",""https://www.atelier-hub.com/foto/mengotti/180013895---ss25---fllirossetti1^linea---12745pl78001tucsonnero_2_p.jpg""]",SS25,ITALIA,Sandals,mengotti3,male,30894083_ss25_mengotti3,P25,Black,ITALIA,,Pelle,,Calz uomo ITALIA,2025,Main,,Main,Fratelli Rossetti Sandals Black,"[{""Qty"":""1"",""Size"":""40.5"",""Barcode"":""2010500317476"",""IntBarcode"":""2010500317476"",""SupBarcode"":""""},{""Qty"":""1"",""Size"":""41.5"",""Barcode"":""2108831424212"",""IntBarcode"":""2108831424212"",""SupBarcode"":""""},{""Qty"":""0"",""Size"":""42"",""Barcode"":""2012739722304"",""IntBarcode"":""2012739722304"",""SupBarcode"":""""},{""Qty"":""1"",""Size"":""42.5"",""Barcode"":""2105064191409"",""IntBarcode"":""2105064191409"",""SupBarcode"":""""},{""Qty"":""0"",""Size"":""43"",""Barcode"":""2006362945964"",""IntBarcode"":""2006362945964"",""SupBarcode"":""""},{""Qty"":""0"",""Size"":""43.5"",""Barcode"":""2010311863186"",""IntBarcode"":""2010311863186"",""SupBarcode"":""""},{""Qty"":""1"",""Size"":""44"",""Barcode"":""2104277146145"",""IntBarcode"":""2104277146145"",""SupBarcode"":""""},{""Qty"":""1"",""Size"":""44.5"",""Barcode"":""2018655062876"",""IntBarcode"":""2018655062876"",""SupBarcode"":""""},{""Qty"":""1"",""Size"":""45"",""Barcode"":"""",""IntBarcode"":"""",""SupBarcode"":""""}]",P25,,Calz uomo ITALIA,Sandals,P25,"[{""Qty"":1,""sku"":""30894083"",""Size"":""40.5"",""Barcode"":""2010500317476"",""Currency"":""EUR"",""NetPrice"":450,""BrandReferencePrice"":550},{""Qty"":1,""sku"":""30894083"",""Size"":""41.5"",""Barcode"":""2108831424212"",""Currency"":""EUR"",""NetPrice"":450,""BrandReferencePrice"":550},{""Qty"":0,""sku"":""30894083"",""Size"":""42"",""Barcode"":""2012739722304"",""Currency"":""EUR"",""NetPrice"":450,""BrandReferencePrice"":550},{""Qty"":1,""sku"":""30894083"",""Size"":""42.5"",""Barcode"":""2105064191409"",""Currency"":""EUR"",""NetPrice"":450,""BrandReferencePrice"":550},{""Qty"":0,""sku"":""30894083"",""Size"":""43"",""Barcode"":""2006362945964"",""Currency"":""EUR"",""NetPrice"":450,""BrandReferencePrice"":550},{""Qty"":0,""sku"":""30894083"",""Size"":""43.5"",""Barcode"":""2010311863186"",""Currency"":""EUR"",""NetPrice"":450,""BrandReferencePrice"":550},{""Qty"":1,""sku"":""30894083"",""Size"":""44"",""Barcode"":""2104277146145"",""Currency"":""EUR"",""NetPrice"":450,""BrandReferencePrice"":550},{""Qty"":1,""sku"":""30894083"",""Size"":""44.5"",""Barcode"":""2018655062876"",""Currency"":""EUR"",""NetPrice"":450,""BrandReferencePrice"":550},{""Qty"":1,""sku"":""30894083"",""Size"":""45"",""Barcode"":"""",""Currency"":""EUR"",""NetPrice"":450,""BrandReferencePrice"":550}]",12745PL78001 TUCSONNERO
30894094,CRYSTAL BUCKET WBS24.270026,"[""2002337079931""]",MARIA LA ROSA Bags.. Beige,MARIA LA ROSA,Beige,CRYSTAL BUCKET,368.85,"[{""Qty"":1,""sku"":""30894094"",""Size"":""UNI"",""Barcode"":""2002337079931"",""Currency"":""EUR"",""NetPrice"":368,""BrandReferencePrice"":450}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""empty_field"",""field"":""materials_original""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""},{""error"":""missing_field"",""field"":""made_in""}]","[""https://www.atelier-hub.com/foto/mengotti/180012979---ss25---marialarosa---crystalbucketwbs24270026.jpg""]",SS25,,Bags,mengotti3,female,30894094_ss25_mengotti3,P25,Beige,,,,,Unica,2025,Main,,Main,MARIA LA ROSA Bags.. Beige,"[{""Qty"":""1"",""Size"":""UNI"",""Barcode"":""2002337079931"",""IntBarcode"":""2002337079931"",""SupBarcode"":""""}]",P25,,Unica,Bags,P25,"[{""Qty"":1,""sku"":""30894094"",""Size"":""UNI"",""Barcode"":""2002337079931"",""Currency"":""EUR"",""NetPrice"":368,""BrandReferencePrice"":450}]",CRYSTAL BUCKETWBS24.270026
30894102,069200 1950000Z0171,"[""2010607337971""]",Zanellato Bags..,Zanellato,BEIGE SPORCATO,69200,454.92,"[{""Qty"":1,""sku"":""30894102"",""Size"":""UNI"",""Barcode"":""2010607337971"",""Currency"":""EUR"",""NetPrice"":454,""BrandReferencePrice"":555}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]","[""https://www.atelier-hub.com/foto/mengotti/180012938---ss25---zanellato---0692001950000z0171.jpg"",""https://www.atelier-hub.com/foto/mengotti/180012939---ss25---zanellato---0692001950000z0171_1_p.jpg""]",SS25,ITALIA,Bags,mengotti3,female,30894102_ss25_mengotti3,P25,BEIGE SPORCATO,ITALIA,,Pelle,,Unica,2025,Main,,Main,Zanellato Bags..,"[{""Qty"":""1"",""Size"":""UNI"",""Barcode"":""2010607337971"",""IntBarcode"":""2010607337971"",""SupBarcode"":""""}]",P25,,Unica,Bags,P25,"[{""Qty"":1,""sku"":""30894102"",""Size"":""UNI"",""Barcode"":""2010607337971"",""Currency"":""EUR"",""NetPrice"":454,""BrandReferencePrice"":555}]",0692001950000Z0171
30894092,OFELIA PANXENON,"[""2109350516396""]",Roberto Festa Bags..,Roberto Festa,XENO,OFELIA,195.08,"[{""Qty"":1,""sku"":""30894092"",""Size"":""UNI"",""Barcode"":""2109350516396"",""Currency"":""EUR"",""NetPrice"":195,""BrandReferencePrice"":238}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""empty_field"",""field"":""materials_original""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""},{""error"":""missing_field"",""field"":""made_in""}]","[""https://www.atelier-hub.com/foto/mengotti/180013621---ss25---robertofesta---ofeliapanxenon.jpg"",""https://www.atelier-hub.com/foto/mengotti/180013622---ss25---robertofesta---ofeliapanxenon_1_p.jpg""]",SS25,,Bags,mengotti3,female,30894092_ss25_mengotti3,P25,XENO,,,,,Unica,2025,Main,,Main,Roberto Festa Bags..,"[{""Qty"":""1"",""Size"":""UNI"",""Barcode"":""2109350516396"",""IntBarcode"":""2109350516396"",""SupBarcode"":""""}]",P25,,Unica,Bags,P25,"[{""Qty"":1,""sku"":""30894092"",""Size"":""UNI"",""Barcode"":""2109350516396"",""Currency"":""EUR"",""NetPrice"":195,""BrandReferencePrice"":238}]",OFELIAPANXENON
30894100,2515131142600 AGAPE001,"[""2109387208639"",""2118551136401"",""2000875343002"",""2019984379680"",""2005152761548""]",Max Mara Weekend Trousers Sand,Max Mara Weekend,Sand,2515131142600,154.92,"[{""Qty"":1,""sku"":""30894100"",""Size"":""38"",""Barcode"":""2109387208639"",""Currency"":""EUR"",""NetPrice"":154,""BrandReferencePrice"":189},{""Qty"":1,""sku"":""30894100"",""Size"":""40"",""Barcode"":""2118551136401"",""Currency"":""EUR"",""NetPrice"":154,""BrandReferencePrice"":189},{""Qty"":2,""sku"":""30894100"",""Size"":""42"",""Barcode"":""2000875343002"",""Currency"":""EUR"",""NetPrice"":154,""BrandReferencePrice"":189},{""Qty"":1,""sku"":""30894100"",""Size"":""44"",""Barcode"":""2019984379680"",""Currency"":""EUR"",""NetPrice"":154,""BrandReferencePrice"":189},{""Qty"":1,""sku"":""30894100"",""Size"":""46"",""Barcode"":""2005152761548"",""Currency"":""EUR"",""NetPrice"":154,""BrandReferencePrice"":189}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""empty_field"",""field"":""materials_original""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""},{""error"":""missing_field"",""field"":""made_in""}]","[""https://www.atelier-hub.com/foto/mengotti/180011948---ss25---maxmaraweekend---2515131142600agape001.jpg""]",SS25,,Trousers,mengotti3,female,30894100_ss25_mengotti3,P25,Sand,,,,,Abbigliamento donna 34-58,2025,Main,,Main,Max Mara Weekend Trousers Sand,"[{""Qty"":""1"",""Size"":""38"",""Barcode"":""2109387208639"",""IntBarcode"":""2109387208639"",""SupBarcode"":""""},{""Qty"":""1"",""Size"":""40"",""Barcode"":""2118551136401"",""IntBarcode"":""2118551136401"",""SupBarcode"":""""},{""Qty"":""2"",""Size"":""42"",""Barcode"":""2000875343002"",""IntBarcode"":""2000875343002"",""SupBarcode"":""""},{""Qty"":""1"",""Size"":""44"",""Barcode"":""2019984379680"",""IntBarcode"":""2019984379680"",""SupBarcode"":""""},{""Qty"":""1"",""Size"":""46"",""Barcode"":""2005152761548"",""IntBarcode"":""2005152761548"",""SupBarcode"":""""}]",P25,,Abbigliamento donna 34-58,Trousers,P25,"[{""Qty"":1,""sku"":""30894100"",""Size"":""38"",""Barcode"":""2109387208639"",""Currency"":""EUR"",""NetPrice"":154,""BrandReferencePrice"":189},{""Qty"":1,""sku"":""30894100"",""Size"":""40"",""Barcode"":""2118551136401"",""Currency"":""EUR"",""NetPrice"":154,""BrandReferencePrice"":189},{""Qty"":2,""sku"":""30894100"",""Size"":""42"",""Barcode"":""2000875343002"",""Currency"":""EUR"",""NetPrice"":154,""BrandReferencePrice"":189},{""Qty"":1,""sku"":""30894100"",""Size"":""44"",""Barcode"":""2019984379680"",""Currency"":""EUR"",""NetPrice"":154,""BrandReferencePrice"":189},{""Qty"":1,""sku"":""30894100"",""Size"":""46"",""Barcode"":""2005152761548"",""Currency"":""EUR"",""NetPrice"":154,""BrandReferencePrice"":189}]",2515131142600AGAPE001
30894138,TPD275F583 L4538195,"[""2107351879847"",""2114527980382"",""2118431675181""]",Fabiana Filippi Top,Fabiana Filippi,ARGILLA,TPD275F583,368.85,"[{""Qty"":0,""sku"":""30894138"",""Size"":""38"",""Barcode"":""2107351879847"",""Currency"":""EUR"",""NetPrice"":368,""BrandReferencePrice"":450},{""Qty"":1,""sku"":""30894138"",""Size"":""40"",""Barcode"":""2114527980382"",""Currency"":""EUR"",""NetPrice"":368,""BrandReferencePrice"":450},{""Qty"":1,""sku"":""30894138"",""Size"":""42"",""Barcode"":""2118431675181"",""Currency"":""EUR"",""NetPrice"":368,""BrandReferencePrice"":450}]","[{""error"":""missing_field"",""field"":""description_eng""},{""error"":""empty_field"",""field"":""materials_original""},{""error"":""missing_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""},{""error"":""missing_field"",""field"":""made_in""}]","[""https://www.atelier-hub.com/foto/mengotti/180012595---ss25---fabianafilippi---tpd275f583l4538195.jpg""]",SS25,,Top,mengotti3,female,30894138_ss25_mengotti3,P25,ARGILLA,,,,,Abbigliamento donna 34-58,2025,Main,,Main,Fabiana Filippi Top,"[{""Qty"":""0"",""Size"":""38"",""Barcode"":""2107351879847"",""IntBarcode"":""2107351879847"",""SupBarcode"":""""},{""Qty"":""1"",""Size"":""40"",""Barcode"":""2114527980382"",""IntBarcode"":""2114527980382"",""SupBarcode"":""""},{""Qty"":""1"",""Size"":""42"",""Barcode"":""2118431675181"",""IntBarcode"":""2118431675181"",""SupBarcode"":""""}]",P25,,Abbigliamento donna 34-58,Top,P25,"[{""Qty"":0,""sku"":""30894138"",""Size"":""38"",""Barcode"":""2107351879847"",""Currency"":""EUR"",""NetPrice"":368,""BrandReferencePrice"":450},{""Qty"":1,""sku"":""30894138"",""Size"":""40"",""Barcode"":""2114527980382"",""Currency"":""EUR"",""NetPrice"":368,""BrandReferencePrice"":450},{""Qty"":1,""sku"":""30894138"",""Size"":""42"",""Barcode"":""2118431675181"",""Currency"":""EUR"",""NetPrice"":368,""BrandReferencePrice"":450}]",TPD275F583L4538195
